x,y,tleaf_of_bt,vsl_bt,vsl_nt,alpha,nmass_bt,nmass_nt,tupp,mort_base_bt,mort_base_nt,alpha_red_bt,alpha_red_nt,crwn_area0_bt,crwn_area0_nt,lai_bal0_bt,lai_bal0_nt,phi_a,phi_l,rootd,f0,nsw,hs_sw,mass0,startyear,endyear,scenario,ensemble,id
271500,278500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP90
273500,223500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP91
326500,193500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP92
315500,191500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP93
312500,184500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP94
317500,184500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP95
314500,183500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP96
279500,149500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP97
262500,135500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP98
262500,134500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP99
268500,134500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP100
291500,134500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP101
